model	train_study	test_study	data_type	roc_auc	accuracy	recall	f1_score	ppv	npv	random_state
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	YuJ_2015	species	0.839622641509434	0.8031496062992126	0.7837837837837838	0.8226950354609929	0.7837837837837838	0.8301886792452831	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	YuJ_2015	species	0.839622641509434	0.8031496062992126	0.7837837837837838	0.8226950354609929	0.7837837837837838	0.8301886792452831	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	YuJ_2015	species	0.839622641509434	0.8031496062992126	0.7837837837837838	0.8226950354609929	0.7837837837837838	0.8301886792452831	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	YuJ_2015	species	0.8378378378378378	0.7401574803149606	0.6756756756756757	0.7518796992481203	0.6756756756756757	0.8301886792452831	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	YuJ_2015	species	0.8378378378378378	0.7401574803149606	0.6756756756756757	0.7518796992481203	0.6756756756756757	0.8301886792452831	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	YuJ_2015	species	0.8378378378378378	0.7401574803149606	0.6756756756756757	0.7518796992481203	0.6756756756756757	0.8301886792452831	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	YuJ_2015	species	0.834778174400816	0.8110236220472441	0.7567567567567568	0.823529411764706	0.7567567567567568	0.8867924528301887	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	YuJ_2015	species	0.834778174400816	0.8110236220472441	0.7567567567567568	0.823529411764706	0.7567567567567568	0.8867924528301887	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	YuJ_2015	species	0.834778174400816	0.8110236220472441	0.7567567567567568	0.823529411764706	0.7567567567567568	0.8867924528301887	968
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8324834268230494	0.7322834645669292	0.7027027027027027	0.7536231884057971	0.7027027027027027	0.7735849056603774	424
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8324834268230494	0.7322834645669292	0.7027027027027027	0.7536231884057971	0.7027027027027027	0.7735849056603774	646
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8324834268230494	0.7322834645669292	0.7027027027027027	0.7536231884057971	0.7027027027027027	0.7735849056603774	968
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.8171851096379399	0.7322834645669292	0.6756756756756757	0.746268656716418	0.6756756756756757	0.8113207547169812	424
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.8171851096379399	0.7322834645669292	0.6756756756756757	0.746268656716418	0.6756756756756757	0.8113207547169812	646
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.8171851096379399	0.7322834645669292	0.6756756756756757	0.746268656716418	0.6756756756756757	0.8113207547169812	968
LBGM	['YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.8368179500254972	0.7480314960629921	0.6486486486486487	0.75	0.6486486486486487	0.8867924528301887	424
LBGM	['YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.8368179500254972	0.7480314960629921	0.6486486486486487	0.75	0.6486486486486487	0.8867924528301887	646
LBGM	['YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.8368179500254972	0.7480314960629921	0.6486486486486487	0.75	0.6486486486486487	0.8867924528301887	968
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8383477817440081	0.7244094488188977	0.7162162162162162	0.7517730496453902	0.7162162162162162	0.7358490566037735	424
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8383477817440081	0.7244094488188977	0.7162162162162162	0.7517730496453902	0.7162162162162162	0.7358490566037735	646
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8383477817440081	0.7244094488188977	0.7162162162162162	0.7517730496453902	0.7162162162162162	0.7358490566037735	968
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.7526772055073941	0.7086614173228346	0.7837837837837838	0.7581699346405228	0.7837837837837838	0.6037735849056604	424
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.7526772055073941	0.7086614173228346	0.7837837837837838	0.7581699346405228	0.7837837837837838	0.6037735849056604	646
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.7526772055073941	0.7086614173228346	0.7837837837837838	0.7581699346405228	0.7837837837837838	0.6037735849056604	968
LBGM	['WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.8383477817440081	0.7480314960629921	0.7297297297297297	0.7714285714285715	0.7297297297297297	0.7735849056603774	424
LBGM	['WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.8383477817440081	0.7480314960629921	0.7297297297297297	0.7714285714285715	0.7297297297297297	0.7735849056603774	646
LBGM	['WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.8383477817440081	0.7480314960629921	0.7297297297297297	0.7714285714285715	0.7297297297297297	0.7735849056603774	968
LBGM	['VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.7876083630800612	0.6771653543307087	0.6216216216216216	0.6917293233082706	0.6216216216216216	0.7547169811320755	424
LBGM	['VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.7876083630800612	0.6771653543307087	0.6216216216216216	0.6917293233082706	0.6216216216216216	0.7547169811320755	646
LBGM	['VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.7876083630800612	0.6771653543307087	0.6216216216216216	0.6917293233082706	0.6216216216216216	0.7547169811320755	968
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	YuJ_2015	species	0.8373278939316675	0.7480314960629921	0.8108108108108109	0.7894736842105263	0.8108108108108109	0.660377358490566	424
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	YuJ_2015	species	0.8373278939316675	0.7480314960629921	0.8108108108108109	0.7894736842105263	0.8108108108108109	0.660377358490566	646
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	YuJ_2015	species	0.8373278939316675	0.7480314960629921	0.8108108108108109	0.7894736842105263	0.8108108108108109	0.660377358490566	968
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	YuJ_2015	species	0.8355430902600713	0.7637795275590551	0.7972972972972973	0.7972972972972974	0.7972972972972973	0.7169811320754716	424
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	YuJ_2015	species	0.8355430902600713	0.7637795275590551	0.7972972972972973	0.7972972972972974	0.7972972972972973	0.7169811320754716	646
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	YuJ_2015	species	0.8355430902600713	0.7637795275590551	0.7972972972972973	0.7972972972972974	0.7972972972972973	0.7169811320754716	968
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	YuJ_2015	species	0.8230494645588985	0.7795275590551181	0.8108108108108109	0.8108108108108109	0.8108108108108109	0.7358490566037735	424
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	YuJ_2015	species	0.8230494645588985	0.7795275590551181	0.8108108108108109	0.8108108108108109	0.8108108108108109	0.7358490566037735	646
LBGM	['FengQ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	YuJ_2015	species	0.8230494645588985	0.7795275590551181	0.8108108108108109	0.8108108108108109	0.8108108108108109	0.7358490566037735	968
LBGM	['FengQ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8296787353391128	0.7480314960629921	0.7837837837837838	0.7837837837837838	0.7837837837837838	0.6981132075471698	424
LBGM	['FengQ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8296787353391128	0.7480314960629921	0.7837837837837838	0.7837837837837838	0.7837837837837838	0.6981132075471698	646
LBGM	['FengQ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	YuJ_2015	species	0.8296787353391128	0.7480314960629921	0.7837837837837838	0.7837837837837838	0.7837837837837838	0.6981132075471698	968
LBGM	['FengQ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.8044365119836818	0.7401574803149606	0.7702702702702703	0.7755102040816327	0.7702702702702703	0.6981132075471698	424
LBGM	['FengQ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.8044365119836818	0.7401574803149606	0.7702702702702703	0.7755102040816327	0.7702702702702703	0.6981132075471698	646
LBGM	['FengQ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	YuJ_2015	species	0.8044365119836818	0.7401574803149606	0.7702702702702703	0.7755102040816327	0.7702702702702703	0.6981132075471698	968
LBGM	['FengQ_2015', 'YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	YuJ_2015	species	0.8202447730749618	0.7165354330708661	0.6756756756756757	0.7352941176470588	0.6756756756756757	0.7735849056603774	424
